Mod:Item:MetaData, Localized Name
lepidodendron:stromatoporoidea_reef_sticky, Sticky Stromatoporoidea Reef
lepidodendron:stromatoveris, Stromatoveris
lepidodendron:sublepidodendron, Sublepidodendron
lepidodendron:sulphur, Sulphur
lepidodendron:sulphur_block, Sulphur Block
lepidodendron:sulphur_vent, Sulphur Vent
lepidodendron:suminia_raw, Raw Suminia
lepidodendron:surangephyllum, Surangephyllum
lepidodendron:swartpuntia, Swartpuntia
lepidodendron:syllipsimopodi_raw, Raw Syllipsimopodi
lepidodendron:synophalos_raw, Raw Synophalos
lepidodendron:tabulata_1, Garnet Tabulate Coral
lepidodendron:tabulata_2, Turquoise Tabulate Coral
lepidodendron:tabulata_3, Citrine Foliose Tabulate Coral
lepidodendron:tabulata_4, Amethyst Branching Tabulate Coral
lepidodendron:tabulata_block_1, Emerald Tabulate Coral Block
lepidodendron:tabulata_block_2, Amber Tabulate Coral Block
lepidodendron:tabulata_block_3, Spessartite Tabulate Coral Block
lepidodendron:tanystropheus_raw, Raw Tanystropheus
lepidodendron:tapinocephalus_raw, Raw Tapinocephalus
lepidodendron:tartuosteus_raw, Raw Tartuosteus
lepidodendron:tawuia, Tawuia
lepidodendron:taxidermy_display_item, Displayable Taxidermy Package
lepidodendron:taxidermy_table, Taxidermy Table
lepidodendron:taxodium_knee, Taxodium Knee
lepidodendron:tegeolepis_raw, Raw Tegeolepis
lepidodendron:tegopelte_raw, Raw Tegopelte
lepidodendron:teleocrater_raw, Raw Teleocrater
lepidodendron:temperoceras_raw, Raw Temperoceras
lepidodendron:tentaculita, Tentaculita
lepidodendron:terataspis_raw, Raw Terataspis
lepidodendron:tetraceratops_raw, Raw Tetraceratops
lepidodendron:tetraxylopteris, Tetraxylopteris
lepidodendron:thamnobeatricea, Thamnobeatricea
lepidodendron:thamnobeatricea_sapling, Thamnobeatricea Sprout
lepidodendron:archaeopteris_thatch, Archaeopteris Thatch
lepidodendron:archaeopteris_thatch_bundle, Archaeopteris Thatch Bundle
lepidodendron:hay_thatch, Hay Thatch
lepidodendron:hay_thatch_bundle, Hay Thatch Bundle
lepidodendron:calamites_thatch, Horsetail Thatch
lepidodendron:calamites_thatch_bundle, Horsetail Thatch Bundle
lepidodendron:palm_thatch, Palm Thatch
lepidodendron:palm_thatch_bundle, Palm Thatch Bundle
lepidodendron:psaronius_thatch, Psaronius Thatch
lepidodendron:psaronius_thatch_bundle, Psaronius Thatch Bundle
lepidodendron:tietea_thatch, Tietea Thatch
lepidodendron:tietea_thatch_bundle, Tietea Thatch Bundle
lepidodendron:thaumaptilon, Thaumaptilon
lepidodendron:thecodontosaurus_raw, Raw Thecodontosaurus
lepidodendron:thectardis, Thectardis
lepidodendron:thelodus_raw, Raw Thelodus
lepidodendron:thrinacodus_raw, Raw Thrinacodus
lepidodendron:thrinaxodon_raw, Raw Thrinaxodon
lepidodendron:thrissops_raw, Raw Thrissops
lepidodendron:thrombolite, Thrombolite
lepidodendron:thrombolite_sticky, Sticky Thrombolite
lepidodendron:thucydia, Thucydia
lepidodendron:tiarajudens_raw, Raw Tiarajudens
lepidodendron:tietea_branch, Tietea Branch
lepidodendron:tiktaalik_raw, Raw Tiktaalik
lepidodendron:titanichthys_raw, Raw Titanichthys
lepidodendron:titanoptera_clatrotitan_raw, Raw Clatrotitan Titanoptera
lepidodendron:titanoptera_gigatitan_raw, Raw Gigatitan Titanoptera
lepidodendron:titanoptera_mesotitan_raw, Raw Mesotitan Titanoptera
lepidodendron:tmesipteris, Tmesipteris
lepidodendron:tokummia_raw, Raw Tokummia
lepidodendron:tomlinsonus_raw, Raw Tomlinsonus
lepidodendron:tongchuanophyllum, Tongchuanophyllum
lepidodendron:torpedaspis_raw, Raw Torpedaspis
lepidodendron:acacia_trapdoor, Acacia Trapdoor
lepidodendron:agathis_trapdoor, Agathis Trapdoor
lepidodendron:alpia_trapdoor, Alpia Trapdoor
lepidodendron:apple_trapdoor, Apple Trapdoor
lepidodendron:araucarioxylon_trapdoor, Araucarioxylon Trapdoor
lepidodendron:araucarites_trapdoor, Araucarites Trapdoor
lepidodendron:archaeanthus_trapdoor, Archaeanthus Trapdoor
lepidodendron:archaeopteris_trapdoor, Archaeopteris Trapdoor
lepidodendron:arthropitys_trapdoor, Arthropitys Trapdoor
lepidodendron:artocarpus_trapdoor, Artocarpus Trapdoor
lepidodendron:beech_trapdoor, Beech Trapdoor
lepidodendron:nothofagus_trapdoor, Southern Beech Trapdoor
lepidodendron:birch_trapdoor, Birch Trapdoor
lepidodendron:bothrodendron_trapdoor, Bothrodendron Trapdoor
lepidodendron:brachyphyllum_trapdoor, Brachyphyllum Trapdoor
lepidodendron:calamites_trapdoor, Calamites Plant Fibre Trapdoor
lepidodendron:cephalotaxus_trapdoor, Cephalotaxus Trapdoor
lepidodendron:cordaites_trapdoor, Cordaites Trapdoor
lepidodendron:cypress_trapdoor, Cypress Trapdoor
lepidodendron:czekanowskia_trapdoor, Czekanowskia Trapdoor
lepidodendron:dawn_redwood_trapdoor, Dawn Redwood Trapdoor
lepidodendron:dead_trapdoor, Dead Wood Trapdoor
lepidodendron:diaphorodendron_trapdoor, Diaphorodendron Trapdoor
lepidodendron:dicroidium_f_trapdoor, Dicroidium fremouwensis Trapdoor
lepidodendron:dicroidium_o_trapdoor, Dicroidium odontopteroides Trapdoor
lepidodendron:elatocladus_trapdoor, Elatocladus Trapdoor
lepidodendron:furcula_trapdoor, Furcula Trapdoor
lepidodendron:gangamopteris_trapdoor, Gangamopteris Trapdoor
lepidodendron:ginkgo_trapdoor, Ginkgo Trapdoor
lepidodendron:ginkgoites_trapdoor, Ginkgoites Trapdoor
lepidodendron:glossopteristrapdoor, Glossopteris Trapdoor
lepidodendron:hironoia_trapdoor, Hironoia Trapdoor
lepidodendron:hymenaea_trapdoor, Hymenaea protera Trapdoor
lepidodendron:jungle_trapdoor, Jungle Trapdoor
lepidodendron:woodentrapdoor, Lepidodendron Trapdoor
lepidodendron:lepidophloios_trapdoor, Lepidophloios Trapdoor
lepidodendron:liriodendron_trapdoor, Liriodendron Trapdoor
lepidodendron:macroneuropteris_trapdoor, Macroneuropteris Trapdoor
lepidodendron:magnolia_trapdoor, Magnolia Trapdoor
lepidodendron:maple_trapdoor, Maple Trapdoor
lepidodendron:monkey_puzzle_trapdoor, Araucaria Trapdoor
lepidodendron:nehvizdyella_trapdoor, Nehvizdyella Trapdoor
lepidodendron:oak_trapdoor, Oak Trapdoor
lepidodendron:dark_oak_trapdoor, Dark Oak Trapdoor
lepidodendron:pentoxylales_trapdoor, Pentoxylales Trapdoor
lepidodendron:phoenicopsis_trapdoor, Phoenicopsis Trapdoor
lepidodendron:bristlecone_trapdoor, Stunted Pine Trapdoor
lepidodendron:cunninghamia_trapdoor, Cunninghamia Trapdoor
lepidodendron:pitys_trapdoor, Pitys Trapdoor
lepidodendron:plane_trapdoor, Plane Trapdoor
lepidodendron:podocarp_trapdoor, Podocarp Trapdoor
lepidodendron:podozamites_trapdoor, Podozamites Trapdoor
lepidodendron:redwood_trapdoor, Redwood Trapdoor
lepidodendron:sciadopitys_trapdoor, Sciadopitys Trapdoor
lepidodendron:scrubby_pine_trapdoor, Scrubby Pine Trapdoor
lepidodendron:sigillaria_trapdoor, Sigillaria Trapdoor
lepidodendron:sphenobaiera_trapdoor, Sphenobaiera Trapdoor
lepidodendron:spruce_trapdoor, Spruce Trapdoor
lepidodendron:sycamore_trapdoor, Sycamore Trapdoor
lepidodendron:taxodium_trapdoor, Taxodium Trapdoor
lepidodendron:telemachus_trapdoor, Telemachus Trapdoor
lepidodendron:walchia_trapdoor, Walchia Trapdoor
lepidodendron:wollemi_trapdoor, Wollemi Pine Trapdoor
lepidodendron:yew_trapdoor, Yew Trapdoor
lepidodendron:traquairius_raw, Raw Traquairius
lepidodendron:tribrachidium, Tribrachidium
lepidodendron:trichopitys, Trichopitys
lepidodendron:trimerus_raw, Raw Trimerus
lepidodendron:tullimonstrum_raw, Raw Tullimonstrum
lepidodendron:turboscinetes_raw, Raw Turboscinetes
lepidodendron:turrisaspis_raw, Raw Turrisaspis
lepidodendron:tyrannophontes_raw, Raw Tyrannophontes
lepidodendron:tyrmia, Tyrmia
lepidodendron:umaltolepis, Umaltolepis
lepidodendron:uralichas_raw, Raw Uralichas
lepidodendron:uranocentrodon_raw, Raw Uranocentrodon
lepidodendron:amphibian_spawn_uranocentrodon, Uranocentrodon Spawn
lepidodendron:urocordylus_raw, Raw Urocordylus
lepidodendron:amphibian_spawn_urocordylus, Urocordylus Spawn
lepidodendron:urosthenes_raw, Raw Urosthenes
lepidodendron:utrechtia_stem, Utrechtia Stem
lepidodendron:vachonisia_raw, Raw Vachonisia
lepidodendron:vancleavea_raw, Raw Vancleavea
lepidodendron:varialepis_raw, Raw Varialepis
lepidodendron:ventogyrus, Ventogyrus
lepidodendron:vestinautilus_raw, Raw Vestinautilus
lepidodendron:vetulicola_raw, Raw Vetulicola
lepidodendron:vivaxosaurus_raw, Raw Vivaxosaurus
lepidodendron:wachtleria, Wachtleria
lepidodendron:wachtlerina, Wachtlerina
lepidodendron:wachtlerina_fruit, Wachtlerina Strobilus
lepidodendron:adobe_wall, Adobe Brick Wall
lepidodendron:baltic_amber_wall, Baltic Amber Wall
lepidodendron:baltic_amber_brick_wall, Baltic Amber Brick Wall
lepidodendron:dominican_amber_wall, Dominican Amber Wall
lepidodendron:dominican_amber_brick_wall, Dominican Amber Brick Wall
lepidodendron:araucarioxylon_wall, Petrified Araucarioxylon Wall
lepidodendron:brownstone_wall, Brownstone Wall
lepidodendron:brownstone_brick_wall, Brownstone Brick Wall
lepidodendron:brownstone_smooth_wall, Smooth Brownstone Wall
lepidodendron:walliserops_raw, Raw Walliserops
lepidodendron:lava_brick_wall, Lava Brick Wall
lepidodendron:lava_brick_mossy_wall, Mossy Lava Brick Wall
lepidodendron:lava_cobble_wall, Lava Cobblestone Wall
lepidodendron:lava_cobble_molten_wall, Molten Lava Cobblestone Wall
lepidodendron:lava_cobble_mossy_wall, Mossy Lava Cobblestone Wall
lepidodendron:lava_rock_polished_stairs, Smooth Lava Rock Stairs
lepidodendron:lava_rock_polished_wall, Smooth Lava Rock Wall
lepidodendron:lava_rock_wall, Lava Rock Wall
lepidodendron:mud_brick_wall, Mud Brick Wall
lepidodendron:peridotite_wall, Peridotite wall
lepidodendron:araucarioxylon_wall_petrified_bricks, Petrified Araucarioxylon Brick Wall
lepidodendron:porphyry_wall, Porphyry wall
lepidodendron:sandstone_wall_black, Black Sandstone Wall
lepidodendron:sandstone_wall_white, White Sandstone Wall
lepidodendron:sandstone_wall_paleoproterozoic, Ferric Sandstone Wall
lepidodendron:sandstone_wall_pangaean, Pangaean Sandstone Wall
lepidodendron:scoria_wall, Scoria wall
lepidodendron:warneticaris_raw, Raw Warneticaris
lepidodendron:water_clover_item, Water Clover
lepidodendron:websteroprion_raw, Raw Websteroprion
lepidodendron:pachypteris, Weichselia
lepidodendron:weigeltisaurus_raw, Raw Weigeltisaurus
lepidodendron:weinbergina_raw, Raw Weinbergina
lepidodendron:whatcheeria_raw, Raw Whatcheeria
lepidodendron:amphibian_spawn_whatcheeria, Whatcheeria Spawn
lepidodendron:wielandiella, Wielandiella
lepidodendron:willwerathia_raw, Raw Willwerathia
lepidodendron:wing_clatrotitan, Clatrotitan wing
lepidodendron:wingertshellicus_raw, Raw Wingertshellicus
lepidodendron:wing_gerarus, Gerarus wing
lepidodendron:wing_gigatitan, Gigatitan wing
lepidodendron:wing_meganeura, Meganeura Wing
lepidodendron:wing_meganeuropsis, Meganeuropsis wing
lepidodendron:wing_mesotitan, Mesotitan wing
lepidodendron:wing_palaeodictyoptera_delitzschala, Delitzschala Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_dunbaria, Dunbaria Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_homaloneura, Homaloneura Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_homoioptera, Homoioptera Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_lithomantis, Lithomantis Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_lycocercus, Lycocercus Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_sinodunbaria, Sinodunbaria Palaeodictyoptera wing
lepidodendron:wing_palaeodictyoptera_stenodictya, Stenodictya Palaeodictyoptera wing
lepidodendron:wiwaxia_raw, Raw Wiwaxia
lepidodendron:wuttagoonaspis_raw, Raw Wuttagoonaspis
lepidodendron:xenacanthus_raw, Raw Xenacanthus
lepidodendron:xenocladia_stem, Xenocladia Stem
lepidodendron:xenocladia_stem_ne, Xenocladia Stem Bend
lepidodendron:xenusion_raw, Raw Xenusion
lepidodendron:xianguangia, Xianguangia
lepidodendron:xihuphyllum, Xihuphyllum
lepidodendron:xinpusaurus_raw, Raw Xinpusaurus
lepidodendron:xuanhuaceratops_raw, Raw Xuanhuaceratops
lepidodendron:yawunik_raw, Raw Yawunik
lepidodendron:yinlong_raw, Raw Yinlong
lepidodendron:yohoia_raw, Raw Yohoia
lepidodendron:yunguisaurus_raw, Raw Yunguisaurus
lepidodendron:yunnanozoon_raw, Raw Yunnanozoon
lepidodendron:zircon, Zircon
lepidodendron:zircon_block, Zircon Block
lepidodendron:zircon_lens, Zircon Lens
lepidodendron:zircon_ore_stone, Zircon Ore
lepidodendron:zircon_ore, Lava Rock Zircon Ore
lepidodendron:zircon_ore_obsidian, Obsidian Zircon Ore
lepidodendron:zosterophyllum, Zosterophyllum
lepidodendron:zosterophyllum_spore, Zosterophyllum
lepidodendron:advancement_placeholder, Please ignore
refinedstorageaddons:wireless_crafting_grid:0, Wireless Crafting Grid
refinedstorageaddons:wireless_crafting_grid:0, Wireless Crafting Grid
refinedstorageaddons:wireless_crafting_grid:1, Creative Wireless Crafting Grid
tan_huge_trees:sapling_b_1, Sapling B1
rebornmod:tail_club_fresh:90, Fresh Ankylodocus Tail Club
rebornmod:tail_club_fresh:7, Fresh Ankylosaurus Tail Club
rebornmod:ribs_and_spine_fresh:31, Fresh Dimorphodon Ribs and Spine
rebornmod:disc_troodons_and_raptors, Reborn Record
rebornmod:arm_bones_fresh:6, Fresh Achillobator Arm Bones
rebornmod:arm_bones_fresh:73, Fresh Allosaurus Arm Bones
rebornmod:arm_bones_fresh:59, Fresh Alvarezsaurus Arm Bones
rebornmod:arm_bones_fresh:44, Fresh Baryonyx Arm Bones
rebornmod:arm_bones_fresh:38, Fresh Blue Arm Bones
rebornmod:arm_bones_fresh:63, Fresh Carcharodontosaurus Arm Bones
rebornmod:arm_bones_fresh:11, Fresh Carnotaurus Arm Bones
rebornmod:arm_bones_fresh:61, Fresh Ceratosaurus Arm Bones
rebornmod:arm_bones_fresh:39, Fresh Charlie Arm Bones
rebornmod:arm_bones_fresh:64, Fresh Chilesaurus Arm Bones
rebornmod:arm_bones_fresh:76, Fresh Coelurus Arm Bones
rebornmod:arm_bones_fresh:9, Fresh Compsognathus Arm Bones
rebornmod:arm_bones_fresh:40, Fresh Delta Arm Bones
rebornmod:arm_bones_fresh:8, Fresh Dilophosaurus Arm Bones
rebornmod:arm_bones_fresh:41, Fresh Echo Arm Bones
rebornmod:arm_bones_fresh:10, Fresh Gallimimus Arm Bones
rebornmod:arm_bones_fresh:13, Fresh Giganotosaurus Arm Bones
rebornmod:arm_bones_fresh:67, Fresh Guanlong Arm Bones
rebornmod:arm_bones_fresh:37, Fresh Herrerasaurus Arm Bones
rebornmod:arm_bones_fresh:25, Fresh Hypsilophodon Arm Bones
rebornmod:arm_bones_fresh:15, Fresh Indominus Arm Bones
rebornmod:arm_bones_fresh:27, Fresh Leptictidium Arm Bones
rebornmod:arm_bones_fresh:84, Fresh Megatherium Arm Bones
rebornmod:arm_bones_fresh:51, Fresh Metriacanthosaurus Arm Bones
rebornmod:arm_bones_fresh:28, Fresh Microceratus Arm Bones
rebornmod:arm_bones_fresh:3, Fresh Microraptor Arm Bones
rebornmod:arm_bones_fresh:5, Fresh Mussaurus Arm Bones
rebornmod:arm_bones_fresh:53, Fresh Ornithomimus Arm Bones
rebornmod:arm_bones_fresh:57, Fresh Oviraptor Arm Bones
rebornmod:arm_bones_fresh:62, Fresh Proceratosaurus Arm Bones
rebornmod:arm_bones_fresh:86, Fresh Raphus Rex Arm Bones
rebornmod:arm_bones_fresh:18, Fresh Rugops Arm Bones
rebornmod:arm_bones_fresh:19, Fresh Segisaurus Arm Bones
rebornmod:arm_bones_fresh:88, Fresh Spinoraptor Arm Bones
rebornmod:arm_bones_fresh:24, Fresh Spinosaurus Arm Bones
rebornmod:arm_bones_fresh:72, Fresh Suchomimus Arm Bones
rebornmod:arm_bones_fresh:42, Fresh Therizinosaurus Arm Bones
rebornmod:arm_bones_fresh:55, Fresh Troodon Arm Bones
rebornmod:arm_bones_fresh:21, Fresh Tyrannosaurus Arm Bones
rebornmod:arm_bones_fresh:0, Fresh Velociraptor Arm Bones
rebornmod:araucaria_door, Araucaria Door
rebornmod:ginkgo_leaves, Ginkgo Leaves
rebornmod:psaronius_log, Psaronius Log
rebornmod:ajuginucula_smithii_oil, Ajuginucula Smithii Oil
rebornmod:wild_potato_cooked, Cooked Wild Potato
rebornmod:growth_serum, Growth Serum
rebornmod:dart_poison_executioner_concoction, Lethal Dart
rebornmod:unfinished_car, Unfinished Car
rebornmod:plankton, Plankton
rebornmod:phoenix_planks, Phoenix Planks
rebornmod:fine_net, Fine Net
rebornmod:claw_fresh:6, Fresh Achillobator Claw
rebornmod:claw_fresh:73, Fresh Allosaurus Claw
rebornmod:claw_fresh:59, Fresh Alvarezsaurus Claw
rebornmod:claw_fresh:44, Fresh Baryonyx Claw
rebornmod:claw_fresh:38, Fresh Blue Claw
rebornmod:claw_fresh:63, Fresh Carcharodontosaurus Claw
rebornmod:claw_fresh:11, Fresh Carnotaurus Claw
rebornmod:claw_fresh:61, Fresh Ceratosaurus Claw
rebornmod:claw_fresh:39, Fresh Charlie Claw
rebornmod:claw_fresh:76, Fresh Coelurus Claw
rebornmod:claw_fresh:40, Fresh Delta Claw
rebornmod:claw_fresh:41, Fresh Echo Claw
rebornmod:claw_fresh:13, Fresh Giganotosaurus Claw
rebornmod:claw_fresh:67, Fresh Guanlong Claw
rebornmod:claw_fresh:37, Fresh Herrerasaurus Claw
rebornmod:claw_fresh:15, Fresh Indominus Claw
rebornmod:claw_fresh:78, Fresh Indoraptor Claw
rebornmod:claw_fresh:16, Fresh Majungasaurus Claw
rebornmod:claw_fresh:18, Fresh Rugops Claw
rebornmod:claw_fresh:19, Fresh Segisaurus Claw
rebornmod:claw_fresh:88, Fresh Spinoraptor Claw
rebornmod:claw_fresh:24, Fresh Spinosaurus Claw
rebornmod:claw_fresh:72, Fresh Suchomimus Claw
rebornmod:claw_fresh:42, Fresh Therizinosaurus Claw
rebornmod:claw_fresh:0, Fresh Velociraptor Claw
rebornmod:umaltolepis, Umaltolepis
rebornmod:west_indian_lilac_berries:0, West Indian Lilac Berries
rebornmod:crickets, Crickets
rebornmod:oiled_potato_strips, Oiled Potato Strips
rebornmod:storage_disc, Storage Disc
rebornmod:liquid_agar, Liquid Agar
rebornmod:serenna_veriformans, Serenna Veriformans
rebornmod:breeding_wand, Breeding Wand
rebornmod:hind_leg_bones_fresh:90, Fresh Ankylodocus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:7, Fresh Ankylosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:29, Fresh Apatosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:81, Fresh Arsinoitherium Hind Leg Bones
rebornmod:hind_leg_bones_fresh:4, Fresh Brachiosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:91, Fresh Camarasaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:47, Fresh Chasmosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:48, Fresh Corythosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:65, Fresh Crassigyrinus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:82, Fresh Deinotherium Hind Leg Bones
rebornmod:hind_leg_bones_fresh:89, Fresh Diplodocus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:79, Fresh Dreadnoughtus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:49, Fresh Edmontosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:83, Fresh Elasmotherium Hind Leg Bones
rebornmod:hind_leg_bones_fresh:68, Fresh Hyaenodon Hind Leg Bones
rebornmod:hind_leg_bones_fresh:78, Fresh Indoraptor Hind Leg Bones
rebornmod:hind_leg_bones_fresh:50, Fresh Lambeosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:46, Fresh Mamenchisaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:74, Fresh Mammoth Hind Leg Bones
rebornmod:hind_leg_bones_fresh:84, Fresh Megatherium Hind Leg Bones
rebornmod:hind_leg_bones_fresh:14, Fresh Parasaurolophus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:34, Fresh Protoceratops Hind Leg Bones
rebornmod:hind_leg_bones_fresh:80, Fresh Sinoceratops Hind Leg Bones
rebornmod:hind_leg_bones_fresh:85, Fresh Smilodon Hind Leg Bones
rebornmod:hind_leg_bones_fresh:23, Fresh Stegosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:71, Fresh Styracosaurus Hind Leg Bones
rebornmod:hind_leg_bones_fresh:20, Fresh Triceratops Hind Leg Bones
rebornmod:cheek_teeth:48, Corythosaurus Cheek Teeth
rebornmod:cheek_teeth:49, Edmontosaurus Cheek Teeth
rebornmod:cheek_teeth:50, Lambeosaurus Cheek Teeth
rebornmod:cheek_teeth:14, Parasaurolophus Cheek Teeth
rebornmod:perisphinctes_beak_fresh:69, Fresh Perisphinctes Beak
rebornmod:goat_raw, Raw Goat
rebornmod:ginkgo_planks, Ginkgo Planks
rebornmod:dna_combinator_hybridizer, DNA Combinator-Hybridizer
rebornmod:dinosaur_steak:6, Cooked Achillobator Meat
rebornmod:dinosaur_steak:22, Cooked Alligator Gar Meat
rebornmod:dinosaur_steak:73, Cooked Allosaurus Meat
rebornmod:dinosaur_steak:59, Cooked Alvarezsaurus Meat
rebornmod:dinosaur_steak:69, Cooked Perisphinctes Meat
rebornmod:dinosaur_steak:90, Cooked Ankylodocus Meat
rebornmod:dinosaur_steak:7, Cooked Ankylosaurus Meat
rebornmod:dinosaur_steak:29, Cooked Apatosaurus Meat
rebornmod:dinosaur_steak:81, Cooked Arsinoitherium Meat
rebornmod:dinosaur_steak:44, Cooked Baryonyx Meat
rebornmod:dinosaur_steak:60, Cooked Beelzebufo Meat
rebornmod:dinosaur_steak:38, Cooked Blue Meat
rebornmod:dinosaur_steak:4, Cooked Brachiosaurus Meat
rebornmod:dinosaur_steak:91, Cooked Camarasaurus Meat
rebornmod:dinosaur_steak:63, Cooked Carcharodontosaurus Meat
rebornmod:dinosaur_steak:11, Cooked Carnotaurus Meat
rebornmod:dinosaur_steak:45, Cooked Cearadactylus Meat
rebornmod:dinosaur_steak:61, Cooked Ceratosaurus Meat
rebornmod:dinosaur_steak:39, Cooked Charlie Meat
rebornmod:dinosaur_steak:47, Cooked Chasmosaurus Meat
rebornmod:dinosaur_steak:64, Cooked Chilesaurus Meat
rebornmod:dinosaur_steak:2, Cooked Coelacanth Meat
rebornmod:dinosaur_steak:76, Cooked Coelurus Meat
rebornmod:dinosaur_steak:9, Cooked Compsognathus Meat
rebornmod:dinosaur_steak:48, Cooked Corythosaurus Meat
rebornmod:dinosaur_steak:65, Cooked Crassigyrinus Meat
rebornmod:dinosaur_steak:82, Cooked Deinotherium Meat
rebornmod:dinosaur_steak:40, Cooked Delta Meat
rebornmod:dinosaur_steak:8, Cooked Dilophosaurus Meat
rebornmod:dinosaur_steak:31, Cooked Dimorphodon Meat
rebornmod:dinosaur_steak:66, Cooked Diplocaulus Meat
rebornmod:dinosaur_steak:89, Cooked Diplodocus Meat
rebornmod:dinosaur_steak:26, Cooked Dodo Meat
rebornmod:dinosaur_steak:79, Cooked Dreadnoughtus Meat
rebornmod:dinosaur_steak:12, Cooked Dunkleosteus Meat
rebornmod:dinosaur_steak:41, Cooked Echo Meat
rebornmod:dinosaur_steak:49, Cooked Edmontosaurus Meat
rebornmod:dinosaur_steak:83, Cooked Elasmotherium Meat
rebornmod:dinosaur_steak:10, Cooked Gallimimus Meat
rebornmod:dinosaur_steak:13, Cooked Giganotosaurus Meat
rebornmod:dinosaur_steak:67, Cooked Guanlong Meat
rebornmod:dinosaur_steak:37, Cooked Herrerasaurus Meat
rebornmod:dinosaur_steak:68, Cooked Hyaenodon Meat
rebornmod:dinosaur_steak:25, Cooked Hypsilophodon Meat
rebornmod:dinosaur_steak:15, Cooked Indominus Meat
rebornmod:dinosaur_steak:78, Cooked Indoraptor Meat
rebornmod:dinosaur_steak:50, Cooked Lambeosaurus Meat
rebornmod:dinosaur_steak:36, Cooked Leaellynasaura Meat
rebornmod:dinosaur_steak:27, Cooked Leptictidium Meat
rebornmod:dinosaur_steak:33, Cooked Ludodactylus Meat
rebornmod:dinosaur_steak:16, Cooked Majungasaurus Meat
rebornmod:dinosaur_steak:46, Cooked Mamenchisaurus Meat
rebornmod:dinosaur_steak:74, Cooked Mammoth Meat
rebornmod:dinosaur_steak:77, Cooked Mawsonia Meat
rebornmod:dinosaur_steak:43, Cooked Megapiranha Meat
rebornmod:dinosaur_steak:84, Cooked Megatherium Meat
rebornmod:dinosaur_steak:51, Cooked Metriacanthosaurus Meat
rebornmod:dinosaur_steak:28, Cooked Microceratus Meat
rebornmod:dinosaur_steak:3, Cooked Microraptor Meat
rebornmod:dinosaur_steak:52, Cooked Moganopterus Meat
rebornmod:dinosaur_steak:58, Cooked Mosasaurus Meat
rebornmod:dinosaur_steak:5, Cooked Mussaurus Meat
rebornmod:dinosaur_steak:53, Cooked Ornithomimus Meat
rebornmod:dinosaur_steak:30, Cooked Othnielia Meat
rebornmod:dinosaur_steak:57, Cooked Oviraptor Meat
rebornmod:dinosaur_steak:56, Cooked Pachycephalosaurus Meat
rebornmod:dinosaur_steak:14, Cooked Parasaurolophus Meat
rebornmod:dinosaur_steak:70, Cooked Postosuchus Meat
rebornmod:dinosaur_steak:62, Cooked Proceratosaurus Meat
rebornmod:dinosaur_steak:34, Cooked Protoceratops Meat
rebornmod:dinosaur_steak:17, Cooked Pteranodon Meat
rebornmod:dinosaur_steak:75, Cooked Quetzalcoatlus Meat
rebornmod:dinosaur_steak:86, Cooked Raphus Rex Meat
rebornmod:dinosaur_steak:18, Cooked Rugops Meat
rebornmod:dinosaur_steak:19, Cooked Segisaurus Meat
rebornmod:dinosaur_steak:80, Cooked Sinoceratops Meat
rebornmod:dinosaur_steak:85, Cooked Smilodon Meat
rebornmod:dinosaur_steak:88, Cooked Spinoraptor Meat
rebornmod:dinosaur_steak:24, Cooked Spinosaurus Meat
rebornmod:dinosaur_steak:23, Cooked Stegosaurus Meat
rebornmod:dinosaur_steak:71, Cooked Styracosaurus Meat
rebornmod:dinosaur_steak:72, Cooked Suchomimus Meat
rebornmod:dinosaur_steak:42, Cooked Therizinosaurus Meat
rebornmod:dinosaur_steak:87, Cooked Titanis Meat
rebornmod:dinosaur_steak:20, Cooked Triceratops Meat
rebornmod:dinosaur_steak:55, Cooked Troodon Meat
rebornmod:dinosaur_steak:35, Cooked Tropeognathus Meat
rebornmod:dinosaur_steak:32, Cooked Tylosaurus Meat
rebornmod:dinosaur_steak:21, Cooked Tyrannosaurus Meat
rebornmod:dinosaur_steak:0, Cooked Velociraptor Meat
rebornmod:dinosaur_steak:54, Cooked Zhenyuanopterus Meat
rebornmod:tusk:82, Deinotherium Tusk
